Brand,price,mrp,discount percentage,Partial_url,Rating,complete url,Title,Discounted Price,Original Price_y,Discount Percentage_y,Offers,Description,Size & Fitting,Specifications,Dealer,Related Products,Images
H&M,Rs. 899,Rs. 1499,(40% OFF),sweatshirts/hm/hm-men-relaxed-fit-hoodie/20179254/buy,4.5,https://www.myntra.com/sweatshirts/hm/hm-men-relaxed-fit-hoodie/20179254/buy,Men Relaxed Fit Hoodie,₹899,MRP ₹1499,(40% OFF),"BEST OFFERS Best Price: Rs. 719Applicable on: Orders above Rs. 999 (only on first purchase)Coupon code: MYNTRA200Coupon Discount:  Rs. 180 off (check cart for final savings)View Eligible ProductsUp To Rs 500 Cashback on CRED pay transactions. Min Spend Rs 1,000. Available only on Android Devices.Terms & ConditionEMI option availableEMI starting from Rs.42/monthView Plan","Hoodie in sweatshirt fabric made from a cotton blend. Relaxed fit with a jersey-lined, drawstring hood, a kangaroo pocket, long sleeves and wide ribbing at the cuffs and hem. Soft brushed inside.","The model (height 5'11"") is wearing a size 40",Sleeve LengthLong SleevesNeckHoodPatternSolidLengthRegularTypePulloverPrint or Pattern TypeSolidHoodHoodedNumber of Pockets2,H & M Hennes & Mauritz Retail Private Limited,4.3H&MBrown Relaxed Fit SweatshirtRs. 7994.4H&MRelaxed Fit HoodieRs. 899Rs. 1499(40% OFF)3.2H&MMen Regular Fit SweatshirtRs. 1199Rs. 1999(40% OFF)4.2H&MBlack Relaxed Fit HoodieRs. 22994.3H&MMen Black Relaxed Fit HoodieRs. 14994.1H&MRelaxed Fit HoodieRs. 14994.4H&MMen Oversized Fit HoodieRs. 1379Rs. 2299(40% OFF)4.5H&MMen Regular Fit HoodieRs. 1379Rs. 2299(40% OFF)4.3H&MMen Relaxed Fit Polo ShirtRs. 1494Rs. 2299(35% OFF)4.2H&MOversized Fit Cotton HoodieRs. 1619Rs. 2699(40% OFF)4.2H&MMen Relaxed Fit SweatshirtRs. 19994.2H&MOversized Fit Cotton HoodieRs. 1619Rs. 2699(40% OFF)4.4H&MCotton Zip-Through HoodieRs. 1619Rs. 2699(40% OFF)4.5H&MRegular Fit Cotton SweatshirtRs. 1199Rs. 1999(40% OFF)4.2H&MRelaxed Fit HoodieRs. 14993.7H&MOversized Fit Cotton HoodieRs. 1619Rs. 2699(40% OFF)4.2H&MRelaxed Fit HoodieRs. 1379Rs. 2299(40% OFF)3.6H&MCotton HoodieRs. 2399Rs. 3999(40% OFF)4.2H&MMen Relaxed Fit SweatshirtRs. 7994.0H&MOversized Fit Cotton HoodieRs. 1619Rs. 2699(40% OFF)4.7H&MRelaxed Fit HoodieRs. 1379Rs. 2299(40% OFF)4.5H&MMen Relaxed Fit HoodieRs. 14994.2H&MRegular Fit Printed HoodieRs. 1199Rs. 1999(40% OFF)4.2H&MMen Cotton SweatshirtRs. 1199Rs. 1999(40% OFF)4.4H&MMen Relaxed Fit HoodieRs. 22993.9H&MRegular Fit Jersey topRs. 7994.4H&MOversized Fit SweatshirtRs. 1199Rs. 1999(40% OFF)4.1H&MOversized Fit Cotton TopRs. 974Rs. 1299(25% OFF)4.5H&MOversized Fit SweatshirtRs. 1199Rs. 1999(40% OFF)4.4H&MRegular Fit Printed hoodieRs. 1199Rs. 1999(40% OFF),"""https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/20179254/2022/9/27/6488dabd-5c2b-40d1-898e-6414f87b968e1664260019035RelaxedFitHoodie1.jpg"", ""https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/20179254/2022/9/27/85ac63de-17ef-4538-b96d-a5e4f7a9ff331664260019011RelaxedFitHoodie2.jpg"", ""https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/20179254/2022/9/27/22fa6193-a108-4be3-8f40-dd14885a41c61664260019020RelaxedFitHoodie3.jpg"", ""https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/20179254/2022/9/27/efee1c84-715e-40af-8068-5a6a44e5a6ba1664260019028RelaxedFitHoodie4.jpg"""
LOCOMOTIVE,Rs. 587,Rs. 2349,(75% OFF),sweatshirts/locomotive/locomotive-men-blue-printed-hooded-sweatshirt/13079088/buy,4.3,https://www.myntra.com/sweatshirts/locomotive/locomotive-men-blue-printed-hooded-sweatshirt/13079088/buy,Men Blue Printed Hooded Sweatshirt,₹587,MRP ₹2349,(75% OFF),"BEST OFFERS Best Price: Rs. 469Coupon Discount:  Rs. 118 off (check cart for final savings)Applicable on: Orders above Rs. 999 (only on first purchase)Coupon code: MYNTRA200View Eligible ProductsUp To Rs 500 Cashback on CRED pay transactions. Min Spend Rs 1,000. Available only on Android Devices.Terms & ConditionEMI option availableEMI starting from Rs.28/monthView Plan","Blue printed sweatshirt, has a hood, two pockets, long sleeves, straight hem",The model (height 6') is wearing a size M,Sleeve LengthLong SleevesNeckHoodPatternPrintedLengthRegularTypePulloverPrint or Pattern TypeTypographyHoodHoodedNumber of Pockets2,RetailNet,4.1LOCOMOTIVEColourblocked SweatshirtRs. 574Rs. 2299(75% OFF)3.9HIGHLANDERSolid SweatshirtRs. 489Rs. 2449(80% OFF)3.7LOCOMOTIVEPrinted Hooded SweatshirtRs. 587Rs. 2349(75% OFF)4.0LOCOMOTIVEPrinted Hooded SweatshirtRs. 587Rs. 2349(75% OFF)4.1Kook N Keech BatmanMen Solid Hooded SweatshirtRs. 839Rs. 2099(60% OFF)4.1HIGHLANDERMen Printed SweatshirtRs. 849Rs. 2149(Rs. 1300 OFF)4.1Kook N Keech DisneyMen Printed SweatshirtRs. 699Rs. 1999(65% OFF)4.1HIGHLANDERPrinted SweatshirtRs. 474Rs. 2499(81% OFF)4.1HIGHLANDERMen Colourblocked SweatshirtRs. 559Rs. 1599(65% OFF)3.8HIGHLANDERMen Hooded SweatshirtRs. 799Rs. 1999(Rs. 1200 OFF)4.0LOCOMOTIVEPrinted SweatshirtRs. 574Rs. 2299(75% OFF)4.0HIGHLANDERPrinted SweatshirtRs. 509Rs. 2549(80% OFF)4.5HERE&NOWHooded Pullover SweatshirtRs. 599Rs. 1999(70% OFF)3.8LOCOMOTIVEPrinted SweatshirtRs. 499Rs. 2499(80% OFF)3.8LOCOMOTIVEPrinted Hooded SweatshirtRs. 587Rs. 2349(75% OFF)4HERE&NOWMen Printed Graphic SweatshirtRs. 939Rs. 2349(60% OFF)4.1HIGHLANDERSolid SweatshirtRs. 949Rs. 2499(Rs. 1550 OFF)4.1Kook N KeechMen Abstract Print SweatshirtRs. 899Rs. 1999(55% OFF)4.1RoadsterMen Solid SweatshirtRs. 899Rs. 1999(55% OFF)4.3HIGHLANDERMen Printed SweatshirtRs. 849Rs. 2149(Rs. 1300 OFF)4.1HIGHLANDERMen Printed SweatshirtRs. 999Rs. 2549(Rs. 1550 OFF)4.0HIGHLANDERMen Printed SweatshirtRs. 949Rs. 2049(Rs. 1100 OFF)4.3RoadsterSolid SweatshirtRs. 779Rs. 1299( 40 % OFF)4.1HIGHLANDERPrinted Hooded SweatshirtRs. 562Rs. 2249(75% OFF)3.9HIGHLANDERMen Grey Hooded SweatshirtRs. 549Rs. 2199(75% OFF)3.8HIGHLANDERMen Printed SweatshirtRs. 607Rs. 1599(62% OFF)3.8HIGHLANDERMen Printed SweatshirtRs. 713Rs. 2549(72% OFF)4.3HIGHLANDERMen Printed PulloverRs. 999Rs. 2549(Rs. 1550 OFF)4.1HIGHLANDERMen Typography SweatshirtRs. 679Rs. 1699(60% OFF)4.0HIGHLANDERHooded SweatshirtRs. 469Rs. 2349(80% OFF),"""https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2020/11/24/daa12825-cb38-4806-9ff7-4eab62db52901606220397134-1.jpg"", ""https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2020/11/24/974df64e-840c-4e3b-bb80-fb6abd70a0971606220397184-2.jpg"", ""https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2020/11/24/59521cf1-a92a-4516-a59f-4b225a062e771606220397231-3.jpg"", ""https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2020/11/24/2ff550bb-db47-4f48-b675-d2ec8eb13ba21606220397283-4.jpg"""
H&M,Rs. 899,Rs. 1499,(40% OFF),sweatshirts/hm/hm-men-relaxed-fit-hoodie/21211334/buy,4.5,https://www.myntra.com/sweatshirts/hm/hm-men-relaxed-fit-hoodie/21211334/buy,Men Relaxed Fit Hoodie,₹899,MRP ₹1499,(40% OFF),"BEST OFFERS Best Price: Rs. 719Applicable on: Orders above Rs. 999 (only on first purchase)Coupon code: MYNTRA200Coupon Discount:  Rs. 180 off (check cart for final savings)View Eligible ProductsUp To Rs 500 Cashback on CRED pay transactions. Min Spend Rs 1,000. Available only on Android Devices.Terms & ConditionEMI option availableEMI starting from Rs.42/monthView Plan","Hoodie in sweatshirt fabric made from a cotton blend. Relaxed fit with a jersey-lined, drawstring hood, a kangaroo pocket, long sleeves and wide ribbing at the cuffs and hem. Soft brushed inside.",The model (height 6') is wearing a size M,Sleeve LengthLong SleevesNeckHoodPatternSolidLengthRegularTypePulloverPrint or Pattern TypeSolidHoodHoodedNumber of Pockets2,H & M Hennes & Mauritz Retail Private Limited,4.8H&MMen Relaxed Fit HoodieRs. 14994.3H&MMen White Relaxed Fit HoodieRs. 14994.4H&MRegular Fit Printed HoodieRs. 1199Rs. 1999(40% OFF)4.4H&MMen Grey Relaxed Fit HoodieRs. 899Rs. 1499(40% OFF)3.2H&MMen Regular Fit SweatshirtRs. 1199Rs. 1999(40% OFF)4.3H&MOversized Fit HoodieRs. 1379Rs. 2299(40% OFF)4.3H&MMen Regular Fit HoodieRs. 899Rs. 1499(40% OFF)3.6H&MMen Relaxed Fit HoodieRs. 14994.3H&MRelaxed Fit SweatshirtRs. 7994.2H&MBlack Relaxed Fit HoodieRs. 22994.4H&MMen Relaxed Fit SweatshirtRs. 7994.4H&MMen Oversized Fit HoodieRs. 1379Rs. 2299(40% OFF)4.0H&MOversized Fit Cotton HoodieRs. 1619Rs. 2699(40% OFF)4.5H&MRelaxed Fit SweatshirtRs. 22994.2H&MOversized Fit Cotton HoodieRs. 1619Rs. 2699(40% OFF)4.3H&MMen Relaxed Fit HoodieRs. 22994.5H&MMen Relaxed Fit HoodieRs. 14993.7H&MOversized Fit Cotton HoodieRs. 1619Rs. 2699(40% OFF)3.5H&MMen Printed HoodieRs. 1379Rs. 2299(40% OFF)4.4H&MMen SpongeBob HoodieRs. 22993.9H&MOversized Fit Cotton HoodieRs. 26994.4H&MMen Relaxed Fit HoodieRs. 22994.5H&MRelaxed Fit HoodieRs. 1379Rs. 2299(40% OFF)4.5H&MMen Regular Fit HoodieRs. 1379Rs. 2299(40% OFF)3.6H&MCotton HoodieRs. 2399Rs. 3999(40% OFF)4.5H&MMen Relaxed Fit HoodieRs. 14994.5H&MMen Relaxed Fit Pile HoodieRs. 1379Rs. 2299(40% OFF)4.2H&MMen Relaxed Fit SweatshirtRs. 7994.6H&MMen Regular Fit HoodieRs. 1379Rs. 2299(40% OFF)3.5BreakbounceMen Pure Cotton SweatshirtRs. 899Rs. 1799(50% OFF),"""https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/21211334/2022/12/16/30232bfa-564a-4c97-a6e7-73c8e6d452211671158805727RelaxedFitHoodie1.jpg"", ""https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/21211334/2022/12/16/781cc281-7bda-4643-8808-054f4dd952e51671158805705RelaxedFitHoodie2.jpg"", ""https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/21211334/2022/12/16/aa1af7d7-a3e8-4e32-999a-1a55f11698bc1671158805716RelaxedFitHoodie3.jpg"", ""https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/21211334/2022/12/16/8d078d2c-cee7-45a2-a4e2-fbb420537f781671158805693RelaxedFitHoodie4.jpg"""
H&M,Rs. 899,Rs. 1499,(40% OFF),sweatshirts/hm/hm-men-relaxed-fit-hoodie/21140826/buy,4.5,https://www.myntra.com/sweatshirts/hm/hm-men-relaxed-fit-hoodie/21140826/buy,Men Relaxed Fit Hoodie,₹899,MRP ₹1499,(40% OFF),"BEST OFFERS Up To Rs 500 Cashback on CRED pay transactions. Min Spend Rs 1,000. Available only on Android Devices.Terms & ConditionEMI option availableEMI starting from Rs.42/monthView Plan","Hoodie in sweatshirt fabric made from a cotton blend. Relaxed fit with a jersey-lined, drawstring hood, a kangaroo pocket, long sleeves and wide ribbing at the cuffs and hem. Soft brushed inside",The model (height 6') is wearing a size M,Sleeve LengthLong SleevesNeckHoodPatternSolidLengthRegularTypePulloverPrint or Pattern TypeSolidHoodHoodedNumber of Pockets1,H & M Hennes & Mauritz Retail Private Limited,4.3H&MMen Black Relaxed Fit HoodieRs. 14994.2H&MRelaxed Fit HoodieRs. 14994.4H&MMen Relaxed Fit SweatshirtRs. 7994.7H&MRelaxed Fit HoodieRs. 1379Rs. 2299(40% OFF)4.2H&MBlack Relaxed Fit HoodieRs. 22994.3H&MRelaxed Fit SweatshirtRs. 7994.5H&MRelaxed Fit SweatshirtRs. 22994.1H&MMen Relaxed Fit HoodieRs. 14994.4H&MMen Oversized Fit HoodieRs. 1379Rs. 2299(40% OFF)4.2H&MMen Relaxed Fit HoodieRs. 14994.2H&MOversized Fit Cotton HoodieRs. 1619Rs. 2699(40% OFF)3.6H&MCotton HoodieRs. 2399Rs. 3999(40% OFF)4.8H&MMen Relaxed Fit HoodieRs. 14994.0H&MOversized Fit Cotton HoodieRs. 1619Rs. 2699(40% OFF)3.7H&MOversized Fit Cotton HoodieRs. 1619Rs. 2699(40% OFF)4.2H&MRegular Fit Printed HoodieRs. 1199Rs. 1999(40% OFF)3.9H&MOversized Fit Cotton HoodieRs. 26994.5H&MMen Relaxed Fit Pile HoodieRs. 1379Rs. 2299(40% OFF)4.5H&MMen Relaxed Fit HoodieRs. 14994.5H&MRelaxed Fit HoodieRs. 1379Rs. 2299(40% OFF)4.2H&MMen Relaxed Fit SweatshirtRs. 7994.5H&MMen Regular Fit HoodieRs. 1379Rs. 2299(40% OFF)4.5H&MMen Relaxed Fit HoodieRs. 14993.5H&MMen Printed HoodieRs. 1379Rs. 2299(40% OFF)4.2H&MRelaxed Fit HoodieRs. 1379Rs. 2299(40% OFF)4.2H&MOversized Fit Cotton HoodieRs. 1619Rs. 2699(40% OFF)3.6H&MMen Relaxed Fit HoodieRs. 14994.4H&MRegular Fit Printed hoodieRs. 1199Rs. 1999(40% OFF)4.4H&MMen Relaxed Fit HoodieRs. 2299,"""https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/21140826/2022/12/9/69705d10-7a49-4f63-b72f-6901606be3011670596167193RelaxedFitHoodie1.jpg"", ""https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/21140826/2022/12/9/5d458b97-500c-4de9-980a-d0bb3f75155b1670596167184RelaxedFitHoodie2.jpg"", ""https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/21140826/2022/12/9/703faa49-7c91-4d47-b9ba-2a0311d172071670596167203RelaxedFitHoodie3.jpg"", ""https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/21140826/2022/12/9/05900edc-2e2a-45f7-a74c-637e9eae7d1c1670596167164RelaxedFitHoodie4.jpg"""
ADIDAS,Rs. 2099,Rs. 2999,(30% OFF),sweatshirts/adidas/adidas-men-black-essentials-fleece-solid-hooded-sweatshirt/18520142/buy,4.3,https://www.myntra.com/sweatshirts/adidas/adidas-men-black-essentials-fleece-solid-hooded-sweatshirt/18520142/buy,Men Black Essentials Fleece Solid Hooded Sweatshirt,₹2099,MRP ₹2999,(30% OFF),"BEST OFFERS Best Price: Rs. 1799Applicable on: Orders above Rs. 1699 (only on first purchase)Coupon code: MYNTRA300Coupon Discount:  Rs. 300 off (check cart for final savings)View Eligible ProductsUp To Rs 500 Cashback on CRED pay transactions. Min Spend Rs 1,000. Available only on Android Devices.Terms & ConditionEMI option availableEMI starting from Rs.98/monthView Plan",Product design details:Regular fitDrawcord-adjustable hoodKangaroo pocketRibbed cuffs and hemFleeceWarranty: 3 months from the date of purchase against manufacturing defectsWarranty provided by brand/manufacturer,"Size worn by the model: MChest: 36""Height: 6'",Sleeve LengthLong SleevesNeckHoodPatternSolidLengthRegularTypePulloverPrint or Pattern TypeSolidHoodHoodedNumber of Pockets1,ADIDAS INDIA MARKETING PRIVATE LIMITED,4.1PumaMen Day in Motion SweatshirtRs. 2999Rs. 5999(50% OFF)4.3ADIDASE4GMDY Fleece SweatshirtRs. 3359Rs. 4799(30% OFF)4.1PumaMen dryCELL Hooded SweatshirtRs. 3189Rs. 5499(42% OFF)4.2ADIDASMen FL 3S SweatshirtRs. 2799Rs. 3999(30% OFF)4.2ADIDASPrinted Dig Hoodie SweatshirtRs. 1899Rs. 3799(50% OFF)4.4PumaWarmCell Running SweatshirtRs. 2079Rs. 3999(48% OFF)4.3ADIDASEveryday Run SweatshirtRs. 3299Rs. 6599(50% OFF)4.5ADIDASM 3S FL Solid SweatshirtRs. 2399Rs. 3999(40% OFF)4.2ADIDAS OriginalsMen Printed SweatshirtRs. 4199Rs. 6999(40% OFF)4.5ADIDAS OriginalsCotton FB NATIONS HDYRs. 6999PumaMen Printed Yoga SweatshirtRs. 2449Rs. 3499(30% OFF)4.1ADIDASMEL FZ Hooded SweatshirtRs. 4619Rs. 6599(30% OFF)4.2H&MBlack Relaxed Fit HoodieRs. 22994.3H&MMen Black Relaxed Fit HoodieRs. 14994.3PumaMen Printed SweatshirtRs. 1854Rs. 3499(47% OFF)4.6ADIDASBOA Cover Up SweatshirtRs. 4999Rs. 9999(50% OFF)4.3NikeMen Solid CLUB SweatshirtRs. 1297Rs. 2595(50% OFF)4.5ADIDASMen 3S French Terry SweatshirtRs. 2759Rs. 4599(40% OFF)4.1PumaMen Checked Hooded SweatshirtRs. 4199Rs. 5999(30% OFF)4.0ADIDASMen Mel HD SweatshirtRs. 2279Rs. 3799(40% OFF)4.5ADIDASMen Hooded 3S SweatshirtRs. 2519Rs. 3599(30% OFF)3.7WROGNMen Solid SweatshirtRs. 1124Rs. 2499(55% OFF)4.2PumaMen Active Hoodie SweatshirtRs. 1679Rs. 3999(58% OFF)4.5ADIDASMen Melange Full-Zip HoodieRs. 4619Rs. 6599(30% OFF)4.3PumaMen Solid Hooded SweatshirtRs. 1799Rs. 2999(40% OFF)3.7Jack & JonesMen Printed SweatshirtRs. 1979Rs. 3299(40% OFF)4.4PumaMen Essential Logo SweatshirtRs. 1799Rs. 2999(40% OFF)4.6PumaMen Essential Logo SweatshirtRs. 2449Rs. 3499(30% OFF)4.3PumaMen Hooded Yoga SweatshirtRs. 2384Rs. 4499(47% OFF)4.9PumaMen Better Cotton SweatshirtRs. 2999Rs. 3999(25% OFF),"""https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/18520142/2022/11/9/3fde14fb-fc0e-4ece-b839-162d869715901667983937090-ADIDAS-Men-Sweatshirts-9811667983936604-1.jpg"", ""https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/18520142/2022/11/9/4062bc29-0b13-4995-9f21-6fd9dae6b30b1667983937070-ADIDAS-Men-Sweatshirts-9811667983936604-2.jpg"", ""https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/18520142/2022/11/9/6ef4028b-770b-4df8-ab74-3462f5e40c721667983937050-ADIDAS-Men-Sweatshirts-9811667983936604-3.jpg"", ""https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/18520142/2022/11/9/63af7c22-1387-443d-9c14-5240c658e6c61667983937031-ADIDAS-Men-Sweatshirts-9811667983936604-4.jpg"""
Marks & Spencer,,,,sweatshirts/marks--spencer/marks--spencer-women-hooded-sweatshirt/21479662/buy,4.4,https://www.myntra.com/sweatshirts/marks--spencer/marks--spencer-women-hooded-sweatshirt/21479662/buy,Women Hooded Sweatshirt,Rs. 1499,,,"BEST OFFERS Best Price: Rs. 1234Applicable on: Orders above Rs. 1699 (only on first purchase)Coupon code: MYNTRA300Coupon Discount:  Rs. 265 off (check cart for final savings)View Eligible ProductsUp To Rs 500 Cashback on CRED pay transactions. Min Spend Rs 1,000. Available only on Android Devices.Terms & ConditionEMI option availableEMI starting from Rs.70/monthView Plan","solid sweatshirt has a round neck, long sleeves, closure, Ribbed hem",The model (height 5'8) is wearing a size S,Sleeve LengthLong SleevesNeckRound NeckPatternSolidLengthRegularTypePulloverPrint or Pattern TypeSolidHoodHoodedOccasionCasual,MARKS AND SPENCER RELIANCE INDIA PRIVATE LIMITED,4.7Marks & SpencerWomen Solid SweatshirtRs. 14994.3H&MWomen SweatshirtRs. 7994.5Marks & SpencerWomen Solid SweatshirtRs. 14995Marks & SpencerWomen Solid SweatshirtRs. 29994.4H&MZip-Top Teddy SweatshirtRs. 19994.8ReebokRI BL FLEECE CREW SweatshirtRs. 1371Rs. 2799(51% OFF)4.1Marks & SpencerHooded Cotton SweatshirtRs. 2499Marks & SpencerPullover Round Neck SweatshirtRs. 29994.7H&MZip-Through HoodieRs. 1199Rs. 1499(20% OFF)4.5H&MCrew-neck SweatshirtRs. 14994.8H&MWomen SweatshirtRs. 14994.1Marks & SpencerWomen SweatshirtRs. 19994.7Monte CarloWomen Embroidered SweatshirtRs. 13954.3H&MWoman 2-pack sweatshirtsRs. 22994.4Marks & SpencerWomen SweatshirtRs. 1499Marks & SpencerWomen Hoodie SweatshirtRs. 19994Marks & SpencerWomen Embellished SweatshirtRs. 24994.0ONLYWomen Printed SweatshirtRs. 1034Rs. 2299(55% OFF)3.6ONLYWomen SweatshirtRs. 979Rs. 2799(65% OFF)4.3Marks & SpencerHooded Cotton SweatshirtRs. 24993.9H&MOversized Zip-Through HoodieRs. 22994.4H&MWomen Crew-Neck SweatshirtRs. 1499Marks & SpencerWomen Pullover SweatshirtRs. 29994.3Marks & SpencerSolid Polar Fleece SweatshirtRs. 19994.4Marks & SpencerWomen Solid SweatshirtRs. 1499Marks & SpencerEmbellished Cotton SweatshirtRs. 39995MadameWomen Solid Cotton SweatshirtRs. 799Rs. 1599(50% OFF)H&MMotif-Detail SweatshirtRs. 19994.2RoadsterWomen Round Neck SweatshirtRs. 479Rs. 799(40% OFF)4.4H&MWomen SweatshirtRs. 799,"""https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/21479662/2023/1/11/2af06652-bd0c-41cd-9f3c-158e1e069faf1673375479951MarksSpencerWomenPinkSweatshirt1.jpg"", ""https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/21479662/2023/1/11/70d4ed9b-c2c7-41b9-87b5-a97363d5f0711673375479963MarksSpencerWomenPinkSweatshirt2.jpg"", ""https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/21479662/2023/1/11/6b111276-d02f-434f-ad0b-8f24008af71b1673375479942MarksSpencerWomenPinkSweatshirt3.jpg"", ""https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/21479662/2023/1/11/e0e64700-6527-49e5-8839-71f42de36c0e1673375479921MarksSpencerWomenPinkSweatshirt4.jpg"""
RARE RABBIT,Rs. 2624,Rs. 3499,(25% OFF),sweatshirts/rare-rabbit/rare-rabbit-men-maroon-printed-hooded-sweatshirt/20110976/buy,4.4,https://www.myntra.com/sweatshirts/rare-rabbit/rare-rabbit-men-maroon-printed-hooded-sweatshirt/20110976/buy,Men Maroon Printed Hooded Sweatshirt,₹2624,MRP ₹3499,(25% OFF),"BEST OFFERS Best Price: Rs. 2324Applicable on: Orders above Rs. 1699 (only on first purchase)Coupon code: MYNTRA300Coupon Discount:  Rs. 300 off (check cart for final savings)View Eligible ProductsUp To Rs 500 Cashback on CRED pay transactions. Min Spend Rs 1,000. Available only on Android Devices.Terms & ConditionEMI option availableEMI starting from Rs.123/monthView Plan","Maroon printed sweatshirt has a hooded,  long sleeves,  closure, straight hem",The model (height 6') is wearing a size M,Sleeve LengthLong SleevesNeckHoodPatternPrintedLengthRegularTypePulloverPrint or Pattern TypeGraphicHoodHoodedOccasionCasual,RADHAMANI TEXTILES PVT LTD,RARE RABBITMen Printed SweatshirtRs. 2624Rs. 3499(25% OFF)RARE RABBITMen SweatshirtRs. 3499RARE RABBITMen Cotton SweatshirtRs. 32994.3RARE RABBITMen SweatshirtRs. 2249Rs. 2999(25% OFF)4.4RARE RABBITMen Printed Cotton SweatshirtRs. 2999Rs. 3999(25% OFF)4.4RARE RABBITMen SweatshirtRs. 2249Rs. 2999(25% OFF)RARE RABBITMen Cotton SweatshirtRs. 2624Rs. 3499(25% OFF)RARE RABBITMen Hooded Cotton SweatshirtRs. 2999Rs. 3999(25% OFF)RARE RABBITMen SweatshirtRs. 2624Rs. 3499(25% OFF)4.7RARE RABBITMen Printed SweatshirtRs. 2774Rs. 3699(25% OFF)4.5RARE RABBITMen SweatshirtRs. 2249Rs. 2999(25% OFF)4RARE RABBITMen Printed SweatshirtRs. 2474Rs. 3299(25% OFF)RARE RABBITMen Printed SweatshirtRs. 2624Rs. 3499(25% OFF)4.6RARE RABBITMen Solid Pullover SweatshirtRs. 2249Rs. 2999(25% OFF)RARE RABBITMen Printed SweatshirtRs. 2624Rs. 3499(25% OFF)4.7RARE RABBITMen Hooded SweatshirtRs. 2624Rs. 3499(25% OFF)4.4RARE RABBITMen SweatshirtRs. 2624Rs. 3499(25% OFF)3.8RARE RABBITMen Cotton SweatshirtRs. 2999Rs. 3999(25% OFF)4.1RARE RABBITMen SweatshirtRs. 2099Rs. 2799(25% OFF)5RARE RABBITMen SweatshirtRs. 2474Rs. 3299(25% OFF)4.9RARE RABBITMen Round Neck SweatshirtRs. 2249Rs. 2999(25% OFF)RARE RABBITMen Printed SweatshirtRs. 2249Rs. 2999(25% OFF)4.6RARE RABBITMen Pullover SweatshirtRs. 2249Rs. 2999(25% OFF)4.0RARE RABBITMen SweatshirtRs. 2624Rs. 3499(25% OFF)RARE RABBITYellow Hooded SweatshirtRs. 2624Rs. 3499(25% OFF)RARE RABBITMen Printed SweatshirtRs. 2474Rs. 3299(25% OFF)RARE RABBITMen SweatshirtRs. 2249Rs. 2999(25% OFF)4.1RARE RABBITMen  Solid Pullover SweatshirtRs. 2024Rs. 2699(25% OFF)4.2RARE RABBITMen Self Designed SweatshirtRs. 2249Rs. 2999(25% OFF)RARE RABBITMen Cotton SweatshirtRs. 2999Rs. 3999(25% OFF),"""https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/20110976/2022/9/21/91831a18-3a0e-4927-af44-6e62ec7fd62c1663753735239Sweatshirts1.jpg"", ""https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/20110976/2022/9/21/2ab7bd00-8270-4bd5-ad68-2a212dabc13b1663753735208Sweatshirts2.jpg"", ""https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/20110976/2022/9/21/e6a7aa44-b5a9-465f-ae65-abbf9e83d7521663753735224Sweatshirts3.jpg"", ""https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/20110976/2022/9/21/468b2395-a444-4343-82e5-5a28823a48751663753735231Sweatshirts4.jpg"""
